ID;FULL_NAME;AGE;GENDER
6646;rigid condor;37;Z
6647;condemned tapir;26;M
6648;structural horse;66;Z
6649;shiny horse;83;M
6650;beautiful leopard;14;Z
6651;changing finch;59;Z
6652;clinical guppy;76;Z
6653;magenta thrush;52;Z
6654;relieved scallop;16;M
6655;uptight penguin;64;M
6656;compulsory snipe;58;Z
6657;financial aphid;11;Z
6658;favourable marsupial;13;M
6659;gastric meadowlark;80;Z
6660;combined impala;35;M
6661;shallow manatee;93;Z
6662;rubber tortoise;54;M
6663;delicious marmoset;23;M
6664;confused marmot;74;M
6665;advisory orca;22;Z
6666;screeching roadrunner;14;M
6667;skilled loon;64;Z
6668;mysterious koala;49;Z
6669;horrible marmoset;54;M
6670;mobile peafowl;76;M
6671;pleasant mockingbird;67;Z
6672;progressive whitefish;78;Z
6673;following stoat;33;Z
6674;old dove;71;M
6675;net swift;22;Z
6676;human cattle;70;Z
6677;stiff earthworm;65;Z
6678;bitter swan;20;M
6679;sad prawn;15;Z
6680;wet platypus;43;M
6681;funny deer;17;M
6682;marine silkworm;20;Z
6683;rainy narwhal;93;M
6684;funny shrimp;27;Z
6685;empty swift;45;Z
6686;temporary bobolink;69;M
6687;inclined vicuna;81;Z
6688;unaware panther;80;Z
6689;intermediate bird;58;M
6690;varied cow;21;M
6691;spotless lynx;81;M
6692;real junglefowl;86;Z
6693;few wolverine;13;M
6694;communist porcupine;39;Z
6695;noisy bonobo;36;M
6696;concerned cow;46;Z
6697;chief louse;25;M
6698;familiar bandicoot;19;Z
6699;faint alpaca;81;M
6700;dull haddock;56;Z
6701;civic flyingfish;26;M
6702;adequate pinniped;48;M
6703;various sloth;50;M
6704;resonant mammal;74;M
6705;monthly dog;33;M
6706;concrete guppy;89;Z
6707;exotic cat;79;Z
6708;depressed pelican;13;M
6709;moaning centipede;51;M
6710;civic hoverfly;53;M
6711;fancy peacock;78;M
6712;intermediate kangaroo;67;M
6713;silly hornet;59;M
6714;marvellous cockroach;54;M
6715;faithful ladybug;85;Z
6716;accurate guppy;24;Z
6717;interior dragon;73;M
6718;welcome guan;80;M
6719;usual cattle;48;M
6720;legislative sparrow;11;M
6721;classic yak;16;Z
6722;intact flea;10;Z
6723;fluffy newt;40;M
6724;nursing tuna;50;M
6725;civilian moose;82;M
6726;defiant sloth;27;Z
6727;abstract crawdad;39;Z
6728;flat marlin;13;Z
6729;clean seahorse;82;M
6730;strange roadrunner;43;M
6731;premier bobolink;90;M
6732;southern marmoset;49;M
6733;dull lobster;58;M
6734;noble bear;16;M
6735;electoral vulture;17;M
6736;smiling vole;85;Z
6737;colourful goldfish;78;M
6738;conservation hyena;33;Z
6739;opposite tahr;73;M
6740;excited giraffe;16;M
6741;actual reindeer;90;M
6742;violent seahorse;98;M
6743;uptight elephant;81;M
6744;impressive pig;13;M
6745;sparkling wildebeest;67;M
6746;unfair shrew;98;M
6747;loose giraffe;78;M
6748;good earthworm;78;M
6749;tiny penguin;10;M
6750;fortunate herring;88;M
6751;close tiger;12;M
6752;perfect echidna;22;M
6753;fantastic hummingbird;12;Z
6754;effective marsupial;43;M
6755;sole mandrill;10;Z
6756;uptight turkey;47;Z
6757;bright swallow;38;Z
6758;planned pheasant;93;Z
6759;precious coral;92;M
6760;shared wolverine;12;Z
6761;equivalent raven;57;M
6762;endless minnow;17;Z
6763;spotty gamefowl;11;Z
6764;labour fly;43;M
6765;theoretical bird;79;M
6766;cool chinchilla;98;M
6767;glad silverfish;12;M
6768;careful crab;21;Z
6769;partial stork;18;M
6770;advisory rabbit;56;Z
6771;extensive salmon;25;M
6772;mushy pig;21;M
6773;vital cuckoo;71;M
6774;elegant beetle;44;M
6775;thirsty mandrill;46;M
6776;western slug;17;M
6777;voiceless constrictor;81;M
6778;coastal worm;43;M
6779;colonial baboon;29;Z
6780;missing chicken;25;M
6781;wicked yak;24;Z
6782;husky firefly;28;Z
6783;total bobcat;61;M
6784;underground whitefish;37;Z
6785;continuous centipede;17;Z
6786;familiar horse;48;M
6787;human porcupine;73;Z
6788;competent dove;56;Z
6789;dynamic cattle;20;M
6790;painful mouse;44;Z
6791;open takin;26;Z
6792;fuzzy lark;20;Z
6793;wet kiwi;49;Z
6794;mental kiwi;53;Z
6795;particular cricket;65;M
6796;wild turkey;25;Z
6797;robust rattlesnake;14;M
6798;hostile dog;97;Z
6799;clean dormouse;70;M
6800;comfortable quokka;27;M
6801;giant badger;27;Z
6802;mid woodpecker;93;M
6803;chemical crow;91;M
6804;golden baboon;42;M
6805;private ptarmigan;14;Z
6806;bitter hawk;98;Z
6807;entire damselfly;18;Z
6808;junior jellyfish;53;M
6809;hard mink;97;Z
6810;dark echidna;64;Z
6811;funny canid;33;M
6812;crowded bat;75;Z
6813;specified booby;19;M
6814;controlled blackbird;62;Z
6815;skilled antelope;90;Z
6816;increasing tick;77;Z
6817;unfortunate bird;87;Z
6818;equivalent orca;69;Z
6819;sad gayal;48;Z
6820;bottom earwig;41;M
6821;conceptual carp;64;M
6822;verbal primate;86;Z
6823;lost ant;39;Z
6824;unemployed tapir;29;Z
6825;ultimate magpie;91;M
6826;accurate cow;23;M
6827;leading prawn;59;Z
6828;apparent jellyfish;36;Z
6829;pleased pike;78;M
6830;lesser ferret;21;M
6831;isolated llama;32;M
6832;metropolitan penguin;11;Z
6833;regulatory cricket;26;M
6834;deliberate crane;94;Z
6835;empty aphid;85;M
6836;convincing butterfly;99;M
6837;supreme planarian;83;M
6838;shy ladybug;94;M
6839;immense gorilla;70;M
6840;romantic peacock;39;M
6841;wild pony;49;Z
6842;naughty piranha;62;M
6843;shocked earthworm;42;M
6844;tough sturgeon;94;Z
6845;liquid whale;18;M
6846;cheerful warbler;88;Z
6847;chemical cockroach;39;M
6848;mysterious unicorn;11;Z
6849;scientific gecko;73;M
6850;soviet dog;81;M
6851;dead porcupine;20;Z
6852;prospective stingray;54;Z
6853;naval pike;17;Z
6854;soft krill;68;Z
6855;governing crab;17;M
6856;mute reindeer;21;M
6857;massive impala;55;Z
6858;repulsive lungfish;22;Z
6859;ltd coral;95;Z
6860;annoyed unicorn;47;M
6861;green elephant;57;Z
6862;wide amphibian;25;M
6863;plastic swordfish;94;Z
6864;cold silverfish;44;Z
6865;intense wildcat;77;Z
6866;grumpy capybara;47;M
6867;comparable coyote;80;Z
6868;initial dragon;43;M
6869;legitimate moth;45;Z
6870;probable blackbird;79;M
6871;sufficient lungfish;39;Z
6872;sleepy gayal;26;M
6873;anxious guan;27;Z
6874;painful crayfish;97;M
6875;female finch;92;Z
6876;average badger;15;M
6877;uncomfortable mastodon;62;Z
6878;orthodox roadrunner;45;Z
6879;nervous stork;49;Z
6880;spicy cat;87;Z
6881;real albatross;58;Z
6882;local buzzard;26;M
6883;pink meerkat;18;M
6884;hollow ant;29;Z
6885;successful anaconda;33;M
6886;stable smelt;62;M
6887;lovely spider;98;Z
6888;unable haddock;55;Z
6889;prepared mouse;96;M
6890;suspicious chicken;64;M
6891;rubber aardwolf;78;M
6892;grey horse;51;M
6893;endless basilisk;69;M
6894;decent horse;69;M
6895;super flyingfish;90;M
6896;curious anaconda;77;Z
6897;sole basilisk;92;Z
6898;deep crow;59;M
6899;oral koala;41;M
6900;content panda;95;M
6901;purple duck;65;Z
6902;lonely whitefish;86;Z
6903;curious bear;90;M
6904;beneficial goat;15;Z
6905;yummy horse;33;M
6906;civic zebra;83;M
6907;used octopus;32;M
6908;dominant tapir;24;M
6909;atomic falcon;87;M
6910;beautiful roadrunner;35;Z
6911;strong skink;37;M
6912;superb canidae;55;M
6913;improved wolf;13;Z
6914;efficient dog;59;Z
6915;handsome elephant;48;Z
6916;distant salmon;90;M
6917;broken fox;35;Z
6918;running raccoon;69;Z
6919;enthusiastic fox;34;M
6920;proud alpaca;32;Z
6921;minimum tortoise;52;M
6922;content grouse;42;M
6923;guilty rattlesnake;61;Z
6924;tender peafowl;77;Z
6925;liberal quelea;62;Z
6926;binding nightingale;57;M
6927;crowded owl;45;Z
6928;icy ocelot;63;Z
6929;great tern;16;M
6930;atomic swift;34;Z
6931;artificial jaguar;31;M
6932;cute ladybug;64;Z
6933;sheer barracuda;49;Z
6934;economic reindeer;75;Z
6935;gleaming mite;74;Z
6936;crazy ape;30;Z
6937;inadequate moth;38;M
6938;prior wildcat;64;M
6939;depressed reptile;64;Z
6940;gastric hawk;60;Z
6941;unconscious wildebeest;61;Z
6942;sorry otter;73;M
6943;heavy aardwolf;81;M
6944;chief minnow;91;M
6945;spotty whippet;79;Z
6946;poor louse;52;M
6947;little cephalopod;17;M
6948;certain hamster;63;Z
6949;manual chimpanzee;95;Z
6950;increased bandicoot;41;Z
6951;extreme magpie;16;M
6952;surviving halibut;52;M
6953;soft bobcat;87;Z
6954;young tortoise;18;Z
6955;metropolitan mackerel;41;M
6956;greasy tapir;27;M
6957;expensive gibbon;91;M
6958;unique wombat;84;Z
6959;upper finch;53;M
6960;witty mouse;82;M
6961;delicious guppy;30;M
6962;frightened catshark;41;Z
6963;helpful hare;36;M
6964;ugly gerbil;75;Z
6965;distant octopus;35;M
6966;widespread snake;24;M
6967;open goose;87;M
6968;expected junglefowl;26;Z
6969;then beetle;39;Z
6970;agricultural cattle;59;Z
6971;puny toad;10;Z
6972;christian sheep;19;M
6973;deafening mockingbird;54;Z
6974;clever urial;20;Z
6975;outstanding vole;68;Z
6976;better jay;70;M
6977;mighty booby;86;Z
6978;damp tortoise;98;M
6979;outside lizard;84;M
6980;pretty toucan;30;Z
6981;bloody skink;54;Z
6982;worried damselfly;10;Z
6983;colourful roundworm;36;Z
6984;constitutional partridge;87;Z
6985;innovative rook;64;Z
6986;stale basilisk;86;M
6987;inner hamster;96;Z
6988;ashamed swordfish;45;Z
6989;long planarian;34;M
6990;changing ox;41;M
6991;mobile puma;53;Z
6992;fancy barracuda;43;M
6993;bitter tiglon;50;M
6994;sticky puma;78;M
6995;resident mosquito;24;Z
6996;environmental wildfowl;96;M
6997;afraid puma;49;Z
6998;damp fox;56;M
6999;select sole;37;M
7000;loyal lion;29;Z
7001;shivering squid;72;Z
7002;depressed beetle;21;M
7003;outstanding crayfish;45;Z
7004;noisy ant;63;Z
7005;armed fish;96;M
7006;overseas guanaco;49;M
7007;tight donkey;81;M
7008;silly mosquito;15;Z
7009;mad peacock;30;Z
7010;rolling guppy;25;Z
7011;mammoth parakeet;44;M
7012;extraordinary marmot;70;Z
7013;limited partridge;90;M
7014;medieval swallow;42;Z
7015;short dove;59;M
7016;encouraging squirrel;84;M
7017;solid bat;85;Z
7018;corporate worm;59;M
7019;rolling trout;96;Z
7020;mass mongoose;48;Z
7021;precise smelt;38;M
7022;crucial crab;80;M
7023;dreadful primate;63;M
7024;suitable swordtail;79;M
7025;blue flea;45;Z
7026;many pig;89;M
7027;suitable echidna;92;Z
7028;puzzled dog;21;Z
7029;mobile pony;32;M
7030;standard antlion;42;M
7031;leading haddock;65;Z
7032;ancient squid;17;M
7033;teenage warbler;21;M
7034;crazy aphid;19;M
7035;hollow lemur;65;M
7036;ultimate pheasant;48;Z
7037;quick cobra;30;Z
7038;spicy crawdad;99;Z
7039;patient goose;83;Z
7040;bewildered tahr;66;Z
7041;favourite swordtail;41;Z
7042;good dinosaur;16;Z
7043;stormy caterpillar;77;Z
7044;teenage magpie;83;M
7045;popular toad;50;M
7046;greasy pig;47;Z
7047;managerial bug;83;M
7048;confused vole;70;M
7049;wicked spider;29;M
7050;military smelt;70;Z
7051;odd dragonfly;19;Z
7052;faint parrotfish;47;Z
7053;anonymous harrier;33;M
7054;commercial mole;18;Z
7055;ugly centipede;22;Z
7056;muddy snail;54;Z
7057;middle parrotfish;27;M
7058;rolling gibbon;64;Z
7059;welcome xerinae;35;M
7060;long lungfish;85;Z
7061;wrong marmot;87;Z
7062;comfortable orca;33;Z
7063;technical cuckoo;73;Z
7064;technological pig;44;Z
7065;growing rabbit;51;M
7066;short camel;37;Z
7067;modern damselfly;40;M
7068;tiny stork;14;M
7069;extreme falcon;87;Z
7070;confused peafowl;59;M
7071;victorian basilisk;81;Z
7072;square mongoose;41;M
7073;crucial alpaca;40;Z
7074;solar goat;85;M
7075;related gull;56;Z
7076;open worm;76;Z
7077;scornful echidna;31;M
7078;creepy baboon;92;Z
7079;vertical grasshopper;23;Z
7080;nasty lizard;87;Z
7081;nursing halibut;45;M
7082;fortunate skunk;32;Z
7083;active firefly;37;Z
7084;small antlion;71;M
7085;cold skunk;56;Z
7086;noisy buzzard;59;Z
7087;giant guppy;40;Z
7088;involved puffin;75;Z
7089;symbolic moth;95;Z
7090;aware hippopotamus;44;M
7091;available bat;62;M
7092;advanced bandicoot;43;Z
7093;wasteful pig;26;M
7094;ashamed fly;61;Z
7095;soft crane;42;Z
7096;rare sailfish;94;Z
7097;juicy hummingbird;23;Z
7098;relaxed sheep;80;M
7099;respective viper;51;M
7100;inherent unicorn;25;Z
7101;lost dove;19;Z
7102;rapid marsupial;88;M
7103;crooked hummingbird;70;M
7104;organic alpaca;42;M
7105;hot wildfowl;32;Z
7106;wet tapir;93;M
7107;additional orca;18;Z
7108;competent quelea;79;Z
7109;architectural galliform;30;M
7110;additional mite;49;Z
7111;current aardvark;47;M
7112;friendly sheep;97;Z
7113;mysterious meerkat;96;M
7114;empty guanaco;87;Z
7115;foreign marsupial;43;M
7116;registered dinosaur;70;M
7117;outer rodent;61;M
7118;still barnacle;70;Z
7119;prior mammal;43;M
7120;standard mollusk;38;Z
7121;terrible mammal;10;Z
7122;theoretical earthworm;36;Z
7123;formidable puma;34;M
7124;corporate elephant;79;Z
7125;gentle swordfish;65;Z
7126;decisive python;46;Z
7127;wonderful gorilla;52;M
7128;inevitable iguana;84;M
7129;tough badger;92;Z
7130;rainy turkey;67;Z
7131;lexical meerkat;85;Z
7132;evil perch;48;Z
7133;real limpet;55;Z
7134;planned kiwi;30;M
7135;odd dormouse;85;Z
7136;tremendous lungfish;53;Z
7137;unfair elephant;99;M
7138;leading snake;90;Z
7139;giant aphid;14;M
7140;frequent lynx;44;Z
7141;swiss parrot;42;M
7142;endless tick;74;Z
7143;odd jackal;21;Z
7144;regional coyote;63;M
7145;silky finch;16;Z
7146;faint beaver;66;M
7147;united armadillo;17;M
7148;nearby dormouse;34;Z
7149;annual chickadee;79;Z
7150;careful koala;46;M
7151;tender elk;61;Z
7152;racial echidna;26;M
7153;brief crane;38;Z
7154;healthy bass;25;M
7155;operational hedgehog;10;Z
7156;obvious moth;50;M
7157;soft walrus;42;M
7158;detailed tiglon;29;M
7159;ambitious goldfish;99;Z
7160;practical capybara;64;M
7161;unique mongoose;97;M
7162;tense dingo;84;M
7163;static piranha;12;Z
7164;chief marmoset;92;M
7165;marvellous catfish;68;Z
7166;original dog;73;M
7167;thick bird;10;Z
7168;victorious goose;39;M
7169;fast haddock;54;M
7170;creative otter;81;Z
7171;imaginative vole;94;Z
7172;changing zebra;95;Z
7173;brilliant ferret;28;Z
7174;annual marlin;32;M
7175;tender ant;69;M
7176;dead donkey;98;Z
7177;stingy ferret;62;M
7178;retail dingo;62;Z
7179;rare peacock;45;M
7180;short pig;20;M
7181;long roadrunner;35;M
7182;careful shrimp;40;Z
7183;radical gecko;71;Z
7184;protective anglerfish;77;Z
7185;implicit cephalopod;92;Z
7186;grateful bird;73;Z
7187;absent guppy;67;M
7188;complex carp;30;Z
7189;delicious catfish;31;M
7190;charming smelt;24;M
7191;hon raccoon;62;Z
7192;persistent dove;77;Z
7193;ugly cattle;50;M
7194;elaborate guppy;74;M
7195;personal cicada;46;Z
7196;local tapir;75;Z
7197;intact carp;64;Z
7198;defiant swift;82;M
7199;busy swordfish;71;Z
7200;breezy possum;30;Z
7201;spectacular swallow;79;Z
7202;capitalist parakeet;13;Z
7203;broken camel;88;M
7204;advanced pike;43;M
7205;kind rhinoceros;21;M
7206;curious rattlesnake;26;M
7207;clear python;61;M
7208;concerned tarsier;55;Z
7209;gigantic wolverine;56;Z
7210;orange peafowl;37;M
7211;shaky fish;91;M
7212;black spider;46;Z
7213;adequate cat;25;M
7214;associated anglerfish;14;Z
7215;ancient ostrich;92;Z
7216;obvious finch;46;Z
7217;hot lion;98;Z
7218;sure mollusk;44;M
7219;soft weasel;88;Z
7220;expensive bonobo;48;Z
7221;integrated tapir;32;Z
7222;broken tyrannosaurus;84;M
7223;immense snipe;16;M
7224;green macaw;76;Z
7225;perfect reindeer;22;Z
7226;only goat;94;Z
7227;profitable possum;61;M
7228;plain magpie;77;Z
7229;bold guineafowl;57;M
7230;straight urial;69;Z
7231;increased bird;22;Z
7232;musical trout;46;Z
7233;sound firefly;54;M
7234;loud chicken;52;M
7235;crazy sturgeon;13;M
7236;warm donkey;61;M
7237;new anteater;61;M
7238;upset shrew;44;M
7239;armed cattle;20;Z
7240;slow platypus;56;Z
7241;absent landfowl;48;M
7242;controversial sloth;46;Z
7243;sufficient kingfisher;72;Z
7244;tame monkey;95;M
7245;semantic bird;27;M
7246;magenta lungfish;39;M
7247;innocent macaw;59;Z
7248;tender bandicoot;83;M
7249;wooden chameleon;11;M
7250;responsible mosquito;66;M
7251;disturbing planarian;20;M
7252;varied skink;29;M
7253;sensitive snake;24;M
7254;ugly wolf;73;Z
7255;big orca;65;Z
7256;socialist meerkat;91;Z
7257;envious reptile;38;M
7258;developing cat;18;Z
7259;inclined grasshopper;35;Z
7260;short kingfisher;58;Z
7261;peaceful wildebeest;64;Z
7262;international goldfish;87;M
7263;civilian grasshopper;95;M
7264;leading octopus;98;M
7265;level bonobo;29;Z
7266;sound gamefowl;58;Z
7267;blue marmot;61;M
7268;multiple caribou;79;Z
7269;peculiar bandicoot;12;Z
7270;drunk snake;56;Z
7271;olympic sole;68;Z
7272;chosen whale;94;M
7273;metropolitan ape;25;Z
7274;glorious coyote;25;Z
7275;excess chicken;81;Z
7276;contemporary caterpillar;13;Z
7277;sick fowl;73;Z
7278;ambitious crocodile;44;M
7279;allied carp;96;M
7280;vertical parrot;25;Z
7281;violent bass;79;Z
7282;official gecko;67;Z
7283;sparkling bear;98;M
7284;statistical vicuna;39;Z
7285;linear goldfish;27;M
7286;senior canidae;64;M
7287;payable guanaco;89;M
7288;wooden platypus;29;M
7289;thorough snipe;49;M
7290;popular planarian;13;M
7291;ministerial koi;33;M
7292;misty slug;64;M
7293;encouraging lamprey;53;M
7294;clear hedgehog;74;M
7295;intimate dinosaur;71;M
7296;clean silkworm;34;M
7297;overall clownfish;77;M
7298;autonomous harrier;34;M
7299;mute caribou;62;Z
7300;integrated elephant;26;Z
7301;great turkey;17;Z
7302;scientific sturgeon;17;M
7303;rolling halibut;84;M
7304;zany peafowl;91;M
7305;proper felidae;60;M
7306;puny turtle;32;M
7307;strict cephalopod;33;M
7308;eventual goat;41;Z
7309;scary vulture;43;Z
7310;gay woodpecker;71;M
7311;ordinary gibbon;79;Z
7312;encouraging squid;61;M
7313;light otter;39;Z
7314;architectural bee;96;Z
7315;naked tapir;95;Z
7316;aesthetic bobolink;41;M
7317;quiet sawfish;51;M
7318;fit caribou;53;Z
7319;informal anteater;43;Z
7320;outrageous bird;81;Z
7321;big bandicoot;12;Z
7322;bad shark;13;M
7323;energetic catfish;92;M
7324;cheerful mollusk;40;Z
7325;smart caribou;75;Z
7326;past lemur;37;Z
7327;upper crawdad;80;Z
7328;cool hoverfly;61;Z
7329;spicy jellyfish;84;M
7330;indirect swordfish;18;M
7331;cheerful galliform;78;M
7332;musical ant;81;Z
7333;ordinary rodent;58;M
7334;varied alpaca;79;M
7335;exuberant cattle;55;Z
7336;continuous boar;71;M
7337;far owl;90;Z
7338;tired penguin;50;M
7339;massive sheep;45;Z
7340;prime silkworm;97;Z
7341;puzzled chinchilla;63;Z
7342;white egret;67;M
7343;spotty harrier;13;Z
7344;fresh swordfish;16;M
7345;stingy mule;76;Z
7346;stiff hamster;89;M
7347;big krill;35;M
7348;liquid ocelot;58;M
7349;statistical gerbil;61;Z
7350;accepted cod;61;M
7351;immense bedbug;90;Z
7352;round leopon;93;Z
7353;yellow goose;13;M
7354;better ocelot;47;M
7355;parallel bass;86;Z
7356;immense clownfish;74;Z
7357;splendid coral;18;M
7358;favourite xerinae;22;M
7359;resonant sloth;52;Z
7360;hungry wolf;80;Z
7361;involved meadowlark;74;M
7362;opposite chameleon;81;M
7363;purple panda;33;Z
7364;weekly planarian;15;M
7365;exuberant unicorn;62;Z
7366;selected wildfowl;68;Z
7367;western coyote;12;M
7368;quick goldfish;80;M
7369;fast guppy;63;Z
7370;homeless canidae;12;Z
7371;kind junglefowl;57;Z
7372;special meerkat;81;Z
7373;neutral baboon;56;Z
7374;inappropriate ant;87;M
7375;soviet sheep;81;M
7376;ashamed duck;18;M
7377;written sole;69;M
7378;right constrictor;13;Z
7379;abstract guineafowl;84;Z
7380;wealthy lamprey;69;M
7381;financial iguana;35;M
7382;splendid ermine;24;M
7383;expensive chameleon;58;M
7384;tough warbler;70;M
7385;dull aardvark;52;M
7386;faithful hoverfly;96;M
7387;chronic scorpion;69;Z
7388;independent sailfish;83;M
7389;lazy unicorn;49;Z
7390;mean gull;18;M
7391;reliable alligator;39;Z
7392;notable basilisk;92;Z
7393;smooth snipe;61;M
7394;soft chimpanzee;27;M
7395;selective horse;63;Z
7396;inappropriate urial;99;Z
7397;fair flamingo;34;Z
7398;dependent python;89;Z
7399;bold guppy;81;M
7400;bitter cat;36;M
7401;enthusiastic lynx;42;Z
7402;resonant crow;63;Z
7403;married flyingfish;36;Z
7404;lengthy sparrow;30;M
7405;recent rabbit;15;Z
7406;curly booby;99;M
7407;dangerous lynx;73;Z
7408;awkward canidae;37;M
7409;tender constrictor;78;Z
7410;glamorous finch;52;Z
7411;interesting hoverfly;87;M
7412;operational mastodon;27;M
7413;fellow pike;38;Z
7414;lucky slug;96;M
7415;sick thrush;74;Z
7416;front mink;55;M
7417;shared owl;18;M
7418;flat marlin;41;Z
7419;eldest roadrunner;30;M
7420;kind parrot;53;M
7421;spectacular termite;29;Z
7422;royal cricket;27;M
7423;friendly salmon;42;M
7424;rival barracuda;82;M
7425;old lamprey;87;Z
7426;naval jaguar;71;Z
7427;provincial raccoon;35;M
7428;calm badger;44;M
7429;shy hoverfly;29;Z
7430;accurate swordfish;62;Z
7431;chief goldfish;24;Z
7432;christian parrot;53;Z
7433;wooden grasshopper;65;M
7434;greek partridge;35;M
7435;extra centipede;48;Z
7436;large bear;75;M
7437;capable reindeer;61;Z
7438;crude python;65;Z
7439;final cricket;85;M
7440;unfortunate guppy;12;Z
7441;extreme krill;66;M
7442;fast bug;28;Z
7443;bad squid;33;Z
7444;formal hare;65;M
